ticket_id,subject,description,channel,category,priority,created_at,customer_plan,sla_breached,escalated,combined_text,clean_text,clean_text_length
704,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-08 11:53:16,Pro,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
705,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-02-02 22:53:16,Free,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
706,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-14 19:53:16,Pro,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
707,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-14 11:53:16,Free,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
708,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-07 16:53:16,Pro,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
709,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-24 23:53:16,Enterprise,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
710,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-02-02 21:53:16,Pro,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
711,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-17 00:53:16,Pro,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
712,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-20 18:53:16,Pro,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
713,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-29 19:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
714,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-08 15:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
715,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-20 19:53:16,Free,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
716,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-27 03:53:16,Pro,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
717,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-29 17:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
718,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-22 20:53:16,Free,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
719,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-27 07:53:16,Pro,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
720,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-24 09:53:16,Pro,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
721,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-17 01:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
722,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-11 09:53:16,Pro,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
723,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-12 15:53:16,Enterprise,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
724,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-02-03 07:53:16,Pro,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
725,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-10 14:53:16,Pro,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
726,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-02-05 05:53:16,Free,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
727,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-13 21:53:16,Enterprise,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
728,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-31 07:53:16,Free,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
729,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-15 00:53:16,Free,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
730,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-10 13:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
731,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-18 18:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
732,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-14 09:53:16,Enterprise,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
733,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-14 16:53:16,Free,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
734,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-15 15:53:16,Pro,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
735,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-07 12:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
736,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-27 20:53:16,Pro,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
737,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-14 11:53:16,Enterprise,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
738,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-07 17:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
739,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-15 01:53:16,Enterprise,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
740,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-07 05:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
741,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-21 16:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
742,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-21 07:53:16,Free,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
743,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-16 09:53:16,Free,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
744,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-16 02:53:16,Pro,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
745,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-30 17:53:16,Pro,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
746,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-17 13:53:16,Free,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
747,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-11 12:53:16,Enterprise,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
748,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-23 13:53:16,Pro,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
749,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-29 04:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
750,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-14 14:53:16,Enterprise,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
751,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-27 20:53:16,Free,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
752,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-13 18:53:16,Free,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
753,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-28 17:53:16,Pro,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
754,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-10 02:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
755,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-08 06:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
756,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-02-04 14:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
757,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-26 08:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
758,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-02-03 18:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
759,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-25 08:53:16,Enterprise,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
760,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-27 00:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
761,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-20 19:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
762,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-23 03:53:16,Pro,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
763,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-25 07:53:16,Pro,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
764,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-28 10:53:16,Enterprise,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
765,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-27 14:53:16,Free,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
766,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-07 07:53:16,Free,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
767,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-30 13:53:16,Free,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
768,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-19 12:53:16,Free,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
769,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-02-02 10:53:16,Enterprise,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
770,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-02-04 09:53:16,Free,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
771,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-19 03:53:16,Free,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
772,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-16 22:53:16,Pro,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
773,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-16 07:53:16,Pro,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
774,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-02-04 12:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
775,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-27 13:53:16,Free,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
776,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-24 22:53:16,Pro,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
777,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-30 06:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
778,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-27 13:53:16,Free,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
779,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-02-02 07:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
780,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-01-24 17:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
781,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-13 11:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
782,Request for API access,Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-09 18:53:16,Enterprise,0,0,Request for API access Request for API access. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,request for api access request for api access this issue is impacting my work and needs resolution please look into this as soon as possible,25
783,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-18 02:53:16,Free,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
784,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-11 16:53:16,Enterprise,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
785,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Feature Request,Low,2026-02-04 01:53:16,Enterprise,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
786,Please add dark mode,Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Feature Request,Low,2026-01-13 16:53:16,Free,0,0,Please add dark mode Please add dark mode. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,please add dark mode please add dark mode this issue is impacting my work and needs resolution please look into this as soon as possible,25
787,Add multi-language support,Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-01-15 14:53:16,Free,0,0,Add multi-language support Add multi-language support. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,add multilanguage support add multilanguage support this issue is impacting my work and needs resolution please look into this as soon as possible,23
788,Need export to CSV option,Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Feature Request,Low,2026-02-04 04:53:16,Enterprise,0,0,Need export to CSV option Need export to CSV option. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need export to csv option need export to csv option this issue is impacting my work and needs resolution please look into this as soon as possible,27
